area_type,availability,size,society,total_sqft,bath,balcony,price,site_location,crime_rate,essential_services_nearby
Built-up  Area,18-Feb,2 BHK,BDectou,830,2.0,2.0,40.0,Ganeshkhind,0.5473843030396106,petrol_pumps
Built-up  Area,18-Jul,2 BHK,Sryalan,1165,2.0,1.0,30.29,Ghorpade Peth,0.4188885071258188,school
Super built-up  Area,Ready To Move,2 BHK,KancyRe,1100,1.0,2.0,55.0,Ghorpadi,0.039983036617309176,school
Built-up  Area,Ready To Move,3 BHK,ImiteEl,1890,2.0,,93.0,Gokhale Nagar,0.9857199609496716,hospital
Super built-up  Area,Ready To Move,3 BHK,ItAnuna,1685,3.0,2.0,60.0,Gultekdi,0.6161530665587103,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Sowerew,3131,4.0,3.0,349.0,Guruwar peth,0.16716041307211837,school
Super built-up  Area,Ready To Move,2 BHK,,1165,2.0,1.0,43.0,Hadapsar,0.006181173307388321,hospital
Super built-up  Area,Ready To Move,2 BHK,ICoolon,827,2.0,1.0,45.0,Hadapsar Industrial Estate,0.867348634031879,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,396,2.0,0.0,48.0,Hingne Khurd,0.8167533415292535,hospital
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,3.0,179.0,Jangali Maharaj Road,0.8572450975837038,school
Built-up  Area,Ready To Move,1 BHK,Prmes H,635,1.0,0.0,26.0,Kalyani Nagar,0.9924918614753515,hospital
Built-up  Area,Ready To Move,4 Bedroom,Prtates,4000,4.0,3.0,380.0,Karve Nagar,0.1051395921051238,hospital
Super built-up  Area,Ready To Move,2 BHK,ShtalCr,1050,2.0,1.0,50.0,Karve Road,0.051673093791826274,hospital
Built-up  Area,Ready To Move,5 Bedroom,,600,4.0,3.0,76.0,Kasba Peth,0.5857848060074913,hospital
Super built-up  Area,22-May,3 BHK,,1819.18,3.0,2.0,168.0,Katraj,0.3381295521955494,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,1500,3.0,3.0,125.0,Khadaki,0.5919966701994539,school
Super built-up  Area,Ready To Move,3 BHK,,1500,2.0,2.0,57.0,Khadki,0.9737765207251213,hospital
Super built-up  Area,Ready To Move,3 BHK,Gopus O,2850,4.0,3.0,470.0,Kharadi,0.7618017923790346,school
Super built-up  Area,Ready To Move,3 BHK,Elleyt ,1751,3.0,3.0,72.0,Kondhwa,0.7168859553752888,petrol_pumps
Super built-up  Area,18-Jan,4 BHK,Prian E,4750,6.0,1.0,1102.0,Kondhwa Budruk,0.8290318260064151,petrol_pumps
Super built-up  Area,18-Jun,2 BHK,SSestth,1020,2.0,1.0,40.89,Kondhwa Khurd,0.07074197278439476,school
Super built-up  Area,Ready To Move,2 BHK,SaSkyBl,1148,2.0,1.0,43.5,Koregaon Park,0.8040678604656915,school
Super built-up  Area,18-Aug,3 BHK,Sodgere,1856,3.0,2.0,135.0,Kothrud,0.23864268343918082,hospital
Plot  Area,Ready To Move,6 Bedroom,,1754,6.0,2.0,650.0,Law College Road,0.36431626601408573,school
Plot  Area,Ready To Move,3 Bedroom,,4273,3.0,,1100.0,Laxmi Road,0.662669018116629,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1060,2.0,1.0,49.27,Lulla Nagar,0.4359950766417018,hospital
Built-up  Area,Ready To Move,2 BHK,,1300,2.0,2.0,60.0,Mahatma Gandhi Road,0.6333141912830822,petrol_pumps
Built-up  Area,Ready To Move,4 Bedroom,,3000,4.0,0.0,100.0,Mangalwar peth,0.8762502181545615,school
Super built-up  Area,Ready To Move,2 BHK,GoncyRe,1325,2.0,2.0,65.0,Manik Bagh,0.649898950628604,hospital
Super built-up  Area,Ready To Move,2 BHK,Alivae ,1261,2.0,2.0,61.0,Market yard,0.03915631049380275,school
Super built-up  Area,Ready To Move,2 BHK,,1100,2.0,2.0,46.0,Model colony,0.036863566012055315,school
Built-up  Area,Ready To Move,2 BHK,,700,2.0,1.0,33.0,Mukund Nagar,0.7152357020896337,hospital
Super built-up  Area,Ready To Move,3 BHK,Eladero,1675,2.0,2.0,135.0,Mundhawa,0.5213768844926409,school
Plot  Area,Ready To Move,4 Bedroom,,3400,4.0,2.0,190.0,Nagar Road,0.5760022159683564,petrol_pumps
Super built-up  Area,18-Aug,4 BHK,Soianal,3260,5.0,3.0,388.0,Nana Peth,0.3454150701364277,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1180,2.0,2.0,56.0,Narayan Peth,0.15388923870661375,hospital
Built-up  Area,Ready To Move,2 BHK,Sencys ,1160,2.0,2.0,45.0,Narayangaon,0.8434759975894288,hospital
Super built-up  Area,Ready To Move,4 BHK,,1863,3.0,2.0,105.0,Navi Peth,0.5664157224599062,school
Super built-up  Area,Ready To Move,3 BHK,HoAcela,1914,3.0,2.0,149.0,Padmavati,0.07079079496583651,hospital
Super built-up  Area,Ready To Move,3 BHK,C ensnd,1458,3.0,2.0,79.0,Parvati Darshan,0.9456019731797861,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,1200,4.0,2.0,115.0,Pashan,0.6107300407855368,school
Built-up  Area,Ready To Move,2 BHK,,1105,2.0,1.0,40.0,Paud Road,0.6207248816681648,school
Super built-up  Area,Ready To Move,3 BHK,Vapasrk,3035,5.0,3.0,220.0,Pirangut,0.9922758166501381,school
Plot  Area,Ready To Move,6 Bedroom,,1200,6.0,3.0,160.0,Prabhat Road,0.9595304805206406,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,DLhtsnd,1662,3.0,,90.0,Pune Railway Station,0.9985941858532573,hospital
Super built-up  Area,Ready To Move,3 BHK,PuziaVe,1556,3.0,2.0,86.0,Rasta Peth,0.1716651446032449,school
Super built-up  Area,Ready To Move,2 BHK,DLhtsan,918,2.0,2.0,50.0,Raviwar Peth,0.7622501806499926,hospital
Super built-up  Area,Ready To Move,3 BHK,Mades G,1455,2.0,1.0,98.0,Sadashiv Peth,0.352091208193012,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1205,2.0,1.0,70.0,Sahakar Nagar,0.8127324078516415,school
Super built-up  Area,Ready To Move,2 BHK,,1194,2.0,1.0,65.0,Salunke Vihar,0.8776469909456484,hospital
Plot  Area,Ready To Move,2 Bedroom,,1200,2.0,0.0,75.0,Sasson Road,0.2276423041690886,hospital
Built-up  Area,Ready To Move,3 BHK,Pyvenas,1100,2.0,2.0,52.0,Satara Road,0.4395181722251392,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,S2kaaan,1405,3.0,2.0,48.87,Senapati Bapat Road,0.8475520021694826,school
Super built-up  Area,Ready To Move,2 BHK,Prldsri,929,2.0,1.0,56.0,Shaniwar Peth,0.9265683367273689,hospital
Built-up  Area,Ready To Move,4 BHK,Asuilnc,3436,5.0,,341.0,Shivaji Nagar,0.3751935534111902,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1035,2.0,1.0,39.33,Shukrawar Peth,0.48270722036583047,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,,2100,4.0,3.0,92.0,Sinhagad Road,0.2894486723646371,school
Super built-up  Area,17-Jul,2 BHK,Unm 2El,1065,2.0,1.0,40.47,Somwar Peth,0.7293383524617206,hospital
Super built-up  Area,22-Dec,3 BHK,PrarePa,1365 - 1700,3.0,0.0,84.29,Swargate,0.7523370401604325,petrol_pumps
Plot  Area,Ready To Move,6 Bedroom,,1500,6.0,3.0,150.0,Tilak Road,0.5178103568156539,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,5.0,2.0,99.0,Uruli Devachi,0.7106438824372541,hospital
Super built-up  Area,18-Apr,2 BHK,,1093,2.0,1.0,32.78,Vadgaon Budruk,0.8438236598654508,hospital
Built-up  Area,Ready To Move,2 BHK,LoLeoen,1250,2.0,2.0,45.0,Wadgaon Sheri,0.20278765294624412,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Asintas,1680,3.0,3.0,105.0,Viman Nagar,0.6830693181888039,school
Super built-up  Area,Ready To Move,2 BHK,Shentpa,1146,2.0,1.0,50.0,Vishrant Wadi,0.8057308129288218,hospital
Super built-up  Area,18-Apr,2 BHK,,1250,2.0,3.0,58.0,Wagholi,0.04425358162346649,hospital
Super built-up  Area,17-Oct,3 BHK,ViistLa,1451,3.0,1.0,60.44,Wakadewadi,0.1809215997010013,hospital
Super built-up  Area,Ready To Move,3 BHK,Elacet ,1424,2.0,3.0,55.0,Wanowrie,0.08446114425048157,school
Super built-up  Area,Ready To Move,3 BHK,Krryll ,1435,2.0,3.0,62.0,Warje,0.10617255441629059,petrol_pumps
Super built-up  Area,18-Apr,1 BHK,Sabixtt,658,1.0,0.0,26.91,Yerawada,0.8107666036317946,school
Super built-up  Area,18-Jan,3 BHK,,1300,3.0,2.0,45.0,Alandi Road,0.1733658398641763,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,FoityIn,1242,2.0,2.0,65.0,Ambegaon Budruk,0.11765428369717224,school
Super built-up  Area,Ready To Move,3 BHK,,1910,3.0,3.0,119.0,Anandnagar,0.859962782367047,school
Super built-up  Area,Ready To Move,3 BHK,PrrloMo,1610,4.0,2.0,85.0,Aundh,0.239001790451826,hospital
Super built-up  Area,Ready To Move,2 BHK,Reiteee,1127,2.0,1.0,65.0,Aundh Road,0.24184442893189995,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1075,2.0,1.0,42.0,Balaji Nagar,0.5918830236429541,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1155,2.0,1.0,51.0,Baner,0.11326835122585,hospital
Plot  Area,Ready To Move,5 Bedroom,,1280,3.0,1.0,250.0,Baner road,0.8767999100392462,hospital
Super built-up  Area,Ready To Move,3 BHK,ThntsAp,1250,3.0,1.0,55.0,Bhandarkar Road,0.4476179485731919,hospital
Plot  Area,18-Mar,3 Bedroom,LGeete ,2200,4.0,2.0,160.0,Bhavani Peth,0.3916184167480964,petrol_pumps
Built-up  Area,Ready To Move,3 Bedroom,,2400,3.0,1.0,150.0,Bibvewadi,0.1467921977944402,hospital
Super built-up  Area,Ready To Move,2 BHK,PavesGr,876,2.0,2.0,29.5,Bopodi,0.5233281375096758,hospital
Super built-up  Area,Ready To Move,3 BHK,,1850,2.0,2.0,89.0,Budhwar Peth,0.6875191393879774,petrol_pumps
Super built-up  Area,18-Apr,2 BHK,Alestrb,1314,2.0,3.0,83.0,Bund Garden Road,0.18824412079801855,school
Super built-up  Area,20-Aug,1 BHK,AsNowre,690,1.0,1.0,39.8,Camp,0.6593305071402502,hospital
Built-up  Area,Ready To Move,4 Bedroom,Shrds O,3500 - 3600,,,167.5,Chandan Nagar,0.47658993210599154,school
Built-up  Area,Ready To Move,2 BHK,HooudSi,1230,2.0,3.0,55.0,Dapodi,0.6643896138189495,petrol_pumps
Super built-up  Area,18-May,2 BHK,SSestth,920,2.0,1.0,37.2,Deccan Gymkhana,0.8083125875777882,hospital
Built-up  Area,Ready To Move,3 BHK,Adeatlm,1850,3.0,3.0,140.0,Dehu Road,0.926823338161885,hospital
Super built-up  Area,Ready To Move,2 BHK,Goty  E,1073,2.0,2.0,60.0,Dhankawadi,0.5655276726744095,school
Super built-up  Area,Ready To Move,3 BHK,Lalipa ,1540,3.0,3.0,76.0,Dhayari Phata,0.22973010628697232,hospital
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1550,3.0,3.0,63.5,Dhole Patil Road,0.5008220676321645,hospital
Super built-up  Area,Ready To Move,2 BHK,Satle C,1198,2.0,1.0,65.0,Erandwane,0.6063152700643221,school
Super built-up  Area,Ready To Move,3 BHK,HMtesle,1656,3.0,2.0,90.0,Fatima Nagar,0.39595868333751905,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Roiti A,1900,3.0,3.0,155.0,Fergusson College Road,0.47624903399179275,school
Built-up  Area,Ready To Move,3 BHK,DNeremo,1910,3.0,2.0,142.0,Ganesh Peth,0.855745808055827,school
Super built-up  Area,Ready To Move,2 BHK,,1003,2.0,1.0,43.0,Ganeshkhind,0.5015123705011595,hospital
Built-up  Area,Ready To Move,2 BHK,,122Sq. Yards,2.0,0.0,48.0,Ghorpade Peth,0.3456935307800937,hospital
Super built-up  Area,Ready To Move,3 BHK,Sonviik,1495,2.0,,67.0,Ghorpadi,0.6044378905033645,petrol_pumps
Super built-up  Area,19-Dec,3 BHK,DSity S,2172,3.0,2.0,76.02,Gokhale Nagar,0.7504323832234226,hospital
Plot  Area,Ready To Move,4 Bedroom,,2400,4.0,2.0,358.0,Gultekdi,0.8415662866060803,petrol_pumps
Plot  Area,Ready To Move,2 Bedroom,,1200,1.0,2.0,95.0,Guruwar peth,0.7563764276681848,hospital
Super built-up  Area,Ready To Move,3 BHK,DSe 2ie,1548,3.0,1.0,65.0,Hadapsar,0.34403025498796147,petrol_pumps
Plot  Area,18-Mar,7 Bedroom,,5400,5.0,,972.0,Hadapsar Industrial Estate,0.5237969283402749,petrol_pumps
Super built-up  Area,18-Dec,4 BHK,Prtates,2830 - 2882,5.0,0.0,154.5,Hingne Khurd,0.9451372410279939,school
Super built-up  Area,18-Jul,3 BHK,PuendWe,1689,3.0,1.0,103.0,Jangali Maharaj Road,0.7210590196283646,school
Super built-up  Area,Ready To Move,2 BHK,,1031,2.0,1.0,53.0,Kalyani Nagar,0.39515458155114425,hospital
Super built-up  Area,18-Jul,4 BHK,Rosha I,2119,4.0,2.0,111.0,Karve Nagar,0.08888079702515128,hospital
Plot  Area,18-Dec,2 Bedroom,,1200,2.0,2.0,46.13,Karve Road,0.0917299963855237,school
Super built-up  Area,Ready To Move,2 BHK,,1060,2.0,2.0,37.0,Kasba Peth,0.6462290287438881,school
Super built-up  Area,Ready To Move,2 BHK,RMerslu,1100,2.0,1.0,61.0,Katraj,0.3681809600316698,school
Plot  Area,Ready To Move,4 Bedroom,,1350,4.0,2.0,225.0,Khadaki,0.5874894063067001,school
Plot  Area,Ready To Move,5 Bedroom,,1050,4.0,1.0,80.0,Khadki,0.23654464600376002,school
Super built-up  Area,Ready To Move,3 BHK,Mileeou,1250,2.0,1.0,77.88,Kharadi,0.7884005111365088,petrol_pumps
Super built-up  Area,18-May,2 BHK,,1100,2.0,2.0,110.0,Kondhwa,0.018842071053291387,petrol_pumps
Plot  Area,18-Aug,2 Bedroom,,1200,2.0,1.0,46.13,Kondhwa Budruk,0.3657407509188684,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1420,2.0,2.0,46.0,Kondhwa Khurd,0.7564034456467347,school
Super built-up  Area,18-Apr,3 BHK,GMown E,1500,2.0,1.0,78.0,Koregaon Park,0.8331430572755555,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,SoliaMa,1942,3.0,1.0,155.0,Kothrud,0.6668223994566238,school
Super built-up  Area,18-Dec,3 BHK,NDiteio,1985,3.0,2.0,130.0,Law College Road,0.5836475396239414,petrol_pumps
Super built-up  Area,18-Apr,1 BHK,Kiare S,950,1.0,0.0,39.9,Laxmi Road,0.7582697316287905,hospital
Plot  Area,Ready To Move,3 Bedroom,,1200,4.0,2.0,80.0,Lulla Nagar,0.4025461422908788,hospital
Super built-up  Area,Ready To Move,3 BHK,Solia D,1752,3.0,2.0,105.0,Mahatma Gandhi Road,0.4088072280687911,hospital
Plot  Area,Ready To Move,4 Bedroom,,1200,3.0,2.0,120.0,Mangalwar peth,0.4152131095851175,hospital
Plot  Area,Ready To Move,5 Bedroom,,1200,5.0,1.0,200.0,Manik Bagh,0.5135812299008348,hospital
Super built-up  Area,Ready To Move,3 BHK,Brglede,1480,2.0,2.0,84.0,Market yard,0.7680306181155028,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,600,4.0,1.0,81.0,Model colony,0.27638930916116045,hospital
Super built-up  Area,Ready To Move,3 BHK,Saitya ,1826,3.0,2.0,130.0,Mukund Nagar,0.7762448910511003,hospital
Super built-up  Area,Ready To Move,2 BHK,,1035,2.0,1.0,39.33,Mundhawa,0.5375694149271201,school
Built-up  Area,Ready To Move,4 Bedroom,Saacesa,2600,4.0,,98.0,Nagar Road,0.6244519959407606,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1667,3.0,2.0,92.0,Nana Peth,0.2802028836351236,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,934,2.0,2.0,55.0,Narayan Peth,0.23086587187964092,hospital
Built-up  Area,Ready To Move,3 BHK,,84.53Sq. Meter,3.0,1.0,69.34,Narayangaon,0.25242590889416827,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Neisei ,1620,2.0,1.0,76.0,Navi Peth,0.06298650788329696,petrol_pumps
Super built-up  Area,17-Jun,2 BHK,GMown E,1070,2.0,1.0,47.0,Padmavati,0.2439588312371339,petrol_pumps
Built-up  Area,Ready To Move,5 Bedroom,,3600,5.0,3.0,180.0,Parvati Darshan,0.5315844917425748,school
Super built-up  Area,18-Apr,3 BHK,,1280,2.0,2.0,60.0,Pashan,0.08377162421922257,school
Super built-up  Area,Ready To Move,2 BHK,,1400,2.0,2.0,60.0,Paud Road,0.07659047213508641,hospital
Plot  Area,Ready To Move,7 Bedroom,,1200,8.0,,180.0,Pirangut,0.8166372251456725,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1330,2.0,1.0,64.0,Prabhat Road,0.5727386518386012,school
Super built-up  Area,19-Dec,2 BHK,Soresea,1012,2.0,1.0,54.59,Pune Railway Station,0.7040661853208655,hospital
Super built-up  Area,19-Dec,3 BHK,DSineSt,1611,2.0,2.0,48.33,Rasta Peth,0.798018420266607,hospital
Super built-up  Area,Ready To Move,3 BHK,Gamesti,1405,3.0,2.0,58.0,Raviwar Peth,0.4786599310857229,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Vaurtar,1515,3.0,3.0,90.0,Sadashiv Peth,0.08720732090741234,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prtanha,1830,4.0,2.0,150.0,Sahakar Nagar,0.22176153780885766,hospital
Built-up  Area,Ready To Move,3 BHK,Omncy R,1710,3.0,0.0,60.0,Salunke Vihar,0.1275331263532341,hospital
Built-up  Area,Ready To Move,2 BHK,Varala ,935,2.0,1.0,51.5,Sasson Road,0.09797041810988105,hospital
Super built-up  Area,18-Apr,3 BHK,,2197,3.0,2.0,136.0,Satara Road,0.18289582266158833,school
Plot  Area,Ready To Move,4 Bedroom,,600,4.0,0.0,65.0,Senapati Bapat Road,0.3650108671337181,school
Super built-up  Area,Ready To Move,3 BHK,IBityin,1678,3.0,,92.13,Shaniwar Peth,0.9272087083543731,school
Built-up  Area,Ready To Move,3 BHK,Roeekbl,1410,2.0,0.0,80.0,Shivaji Nagar,0.1637261180290831,school
Super built-up  Area,Ready To Move,2 BHK,AvensGa,1125,2.0,2.0,65.0,Shukrawar Peth,0.3624946951548017,school
Super built-up  Area,Ready To Move,3 BHK,Vrenty ,1191,2.0,1.0,55.38,Sinhagad Road,0.7605512440038045,hospital
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,2.0,79.0,Somwar Peth,0.40914905885978026,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Keera R,1525,2.0,3.0,67.0,Swargate,0.5615614946118127,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1464,3.0,3.0,56.0,Tilak Road,0.7535388373579015,petrol_pumps
Super built-up  Area,18-Dec,2 BHK,,920,2.0,1.0,27.0,Uruli Devachi,0.6168592320619695,petrol_pumps
Built-up  Area,Ready To Move,1 BHK,,651,1.0,1.0,17.5,Vadgaon Budruk,0.5176023325891739,hospital
Super built-up  Area,Ready To Move,2 BHK,Javasya,600,1.0,2.0,25.0,Wadgaon Sheri,0.7371016887033435,school
Super built-up  Area,18-Sep,1 BHK,SunceEs,645,1.0,1.0,16.45,Viman Nagar,0.21888909351438224,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1185,2.0,2.0,44.0,Vishrant Wadi,0.6198005730523415,school
Super built-up  Area,18-May,2 BHK,Shitt S,1190,2.0,1.0,68.0,Wagholi,0.26988469027160733,school
Plot  Area,Ready To Move,2 Bedroom,,2.09Acres,2.0,0.0,200.0,Wakadewadi,0.4490776215211114,school
Super built-up  Area,18-Dec,4 BHK,Prtates,2830 - 2882,5.0,0.0,158.5,Wanowrie,0.2424038082398844,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Veale R,1355,2.0,3.0,73.0,Warje,0.46674159201873056,school
Plot  Area,Ready To Move,2 Bedroom,,1200,1.0,0.0,65.0,Yerawada,0.7543778738352409,hospital
Plot  Area,Ready To Move,4 Bedroom,,7000,4.0,3.0,550.0,Alandi Road,0.992676485829365,school
Plot  Area,Ready To Move,6 Bedroom,,1200,4.0,1.0,110.0,Ambegaon Budruk,0.6123513980887175,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,KHatsFl,500,2.0,1.0,24.0,Anandnagar,0.8083075308933954,school
Super built-up  Area,Ready To Move,3 BHK,Stkarrd,1250,3.0,3.0,50.0,Aundh,0.27529137467133846,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1480,2.0,1.0,58.0,Aundh Road,0.45885295818848293,petrol_pumps
Built-up  Area,Ready To Move,4 BHK,Toeadp ,3300,4.0,2.0,329.0,Balaji Nagar,0.7815531460696608,hospital
Super built-up  Area,18-May,3 BHK,TGasyhu,1482 - 1684,,,70.445,Baner,0.1498669448529909,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Paarklu,1206,2.0,1.0,53.0,Baner road,0.4901903898113692,school
Super built-up  Area,18-Aug,2 BHK,ProdsWe,1357,2.0,1.0,130.0,Bhandarkar Road,0.050883682130099195,school
Built-up  Area,Ready To Move,2 BHK,,925,2.0,1.0,46.5,Bhavani Peth,0.26908159710019985,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,MBodsen,909,2.0,1.0,40.9,Bibvewadi,0.8593441678686835,hospital
Plot  Area,Ready To Move,3 Bedroom,Stndeil,3000,5.0,2.0,335.0,Bopodi,0.6534728759347692,school
Built-up  Area,Ready To Move,2 BHK,Bhiya N,1100,2.0,1.0,55.0,Budhwar Peth,0.34323968432467844,petrol_pumps
Plot  Area,18-May,4 Bedroom,,3000,5.0,2.0,815.0,Bund Garden Road,0.5507362695383369,school
Super built-up  Area,Ready To Move,2 BHK,,1100,2.0,1.0,54.0,Camp,0.80096356216732,school
Super built-up  Area,Ready To Move,2 BHK,Mayne A,975,2.0,1.0,65.0,Chandan Nagar,0.6658874638099831,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1306,2.0,2.0,44.17,Dapodi,0.9848290695002259,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,1200,4.0,1.0,95.0,Deccan Gymkhana,0.20947721945912168,school
Super built-up  Area,Ready To Move,1 BHK,MBpleca,610,1.0,1.0,39.0,Dehu Road,0.878193848264781,school
Super built-up  Area,Ready To Move,3 BHK,Pyikad ,1484,2.0,2.0,56.4,Dhankawadi,0.6859627453912677,petrol_pumps
Super built-up  Area,17-May,2 BHK,Vedhias,1125,2.0,1.0,47.0,Dhayari Phata,0.10031818750067922,hospital
Super built-up  Area,18-Jul,2 BHK,Rosha I,1447,2.0,1.0,75.97,Dhole Patil Road,0.3557813562435872,hospital
Super built-up  Area,18-Dec,4 BHK,Prtates,2882,5.0,1.0,158.0,Erandwane,0.38966378896723597,school
Plot  Area,Ready To Move,4 Bedroom,,750,4.0,0.0,88.0,Fatima Nagar,0.6225640625847443,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,2075,3.0,1.0,115.0,Fergusson College Road,0.048396292360842086,school
Built-up  Area,Ready To Move,2 BHK,Pantsce,1250,2.0,1.0,58.0,Ganesh Peth,0.5204592495487043,school
Super built-up  Area,Ready To Move,2 BHK,,1272,2.0,2.0,51.5,Ganeshkhind,0.8280684103136187,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,1050,3.0,2.0,125.0,Ghorpade Peth,0.871687644586648,hospital
Super built-up  Area,18-Aug,2 BHK,,625,2.0,1.0,24.0,Ghorpadi,0.7431791578153253,school
Built-up  Area,Ready To Move,1 BHK,Opamaan,840,2.0,2.0,50.0,Gokhale Nagar,0.30191762515436127,hospital
Super built-up  Area,Ready To Move,4 BHK,Samittv,2502,4.0,2.0,180.0,Gultekdi,0.2464765037925719,school
Super built-up  Area,Ready To Move,1 BHK,MJeusyl,583,1.0,1.0,26.9,Guruwar peth,0.5245994859324656,hospital
Super built-up  Area,18-Dec,2 BHK,,900,2.0,1.0,27.0,Hadapsar,0.39955873372663264,school
Super built-up  Area,Ready To Move,2 BHK,,1115,2.0,2.0,50.0,Hadapsar Industrial Estate,0.15118133872994477,hospital
Super built-up  Area,Ready To Move,2 BHK,,1464,2.0,2.0,56.0,Hingne Khurd,0.8540037651708025,petrol_pumps
Built-up  Area,18-Mar,3 Bedroom,,2200,3.0,1.0,121.0,Jangali Maharaj Road,0.2019297960902684,hospital
Super built-up  Area,19-Dec,1 BHK,Oreldhi,750,1.0,1.0,51.0,Kalyani Nagar,0.6889913294895411,school
Super built-up  Area,Ready To Move,3 BHK,Afncyad,1600,3.0,3.0,58.0,Karve Nagar,0.4498681936125436,hospital
Super built-up  Area,Ready To Move,3 BHK,SLarei ,1365,2.0,2.0,49.0,Karve Road,0.685447616987521,school
Built-up  Area,21-Dec,3 BHK,,1300,3.0,2.0,64.0,Kasba Peth,0.028344777957148515,hospital
Built-up  Area,Ready To Move,1 Bedroom,,1200,1.0,0.0,69.0,Katraj,0.8145999181289127,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,ARaveSa,1260,2.0,2.0,35.0,Khadaki,0.6713887190898425,school
Super built-up  Area,Ready To Move,2 BHK,Sarlsm ,1190,2.0,2.0,33.92,Khadki,0.583760905806046,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Taonte ,2480,4.0,1.0,260.0,Kharadi,0.9729731821384359,school
Super built-up  Area,18-May,3 BHK,,1250,3.0,2.0,38.0,Kondhwa,0.961804377323063,hospital
Built-up  Area,Ready To Move,3 BHK,,1500,3.0,0.0,75.0,Kondhwa Budruk,0.752703452509209,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Naiewre,1510,3.0,3.0,47.57,Kondhwa Khurd,0.2542399974021974,petrol_pumps
Super built-up  Area,19-Jan,2 BHK,,1187,2.0,1.0,59.0,Koregaon Park,0.40600340286834524,school
Super built-up  Area,Ready To Move,2 BHK,Rasom B,1120,2.0,1.0,53.76,Kothrud,0.929160917906054,hospital
Super built-up  Area,20-Dec,2 BHK,Somns T,981 - 1249,2.0,0.0,34.555,Law College Road,0.7031366386357496,petrol_pumps
